ccaa,fecha,casos,ia,uci,muertes,nuevos,incrpercent,hospitalizados,hospitalizadosnuevos,ucinuevos,muertesnuevos,curados,curadosnuevos,postestrap,posasintomaticos,postotal,pcr,testrap
Canarias,2020-04-02,1444,56.84,113,68,64,,566,34,3,6,94,17,,,,,
Canarias,2020-04-03,1490,55.87,120,73,46,,605,39,7,5,102,8,,,,,
Canarias,2020-04-04,1564,56.47,128,78,74,,632,27,8,5,123,21,,,,,
Canarias,2020-04-05,1622,56.1,129,80,58,,644,12,1,2,137,14,,,,,
Canarias,2020-04-06,1649,54.24,133,85,27,,651,7,4,5,157,20,,,,,
Canarias,2020-04-07,1725,54.24,137,89,76,,689,38,4,4,186,29,,,,,
Canarias,2020-04-08,1762,51.31,138,91,37,,703,14,1,2,249,63,,,,,
Canarias,2020-04-09,1834,48.76,140,92,72,,730,27,2,1,359,110,,,,,
Canarias,2020-04-10,1858,45.51,141,94,24,,738,8,1,2,386,27,,,,,
Canarias,2020-04-11,1887,40.03,144,95,29,,745,7,3,1,432,46,,,,,
Canarias,2020-04-12,1918,36.83,144,95,31,,758,13,0,0,447,15,,,,,
Canarias,2020-04-13,1944,34.36,145,96,26,,763,5,1,1,458,11,,,,,
Canarias,2020-04-14,1958,32.32,147,102,14,,771,8,2,6,589,131,,,,,
Canarias,2020-04-15,1975,27.63,152,104,17,,781,10,5,2,622,33,,,,,
Canarias,2020-04-16,1988,25.26,156,107,13,,802,21,4,3,673,51,,,,1988,
Canarias,2020-04-17,2009,24.1,159,111,21,,811,9,3,4,730,57,,,,2009,
Canarias,2020-04-18,2035,24.1,160,115,26,,822,11,1,4,785,55,,,2035,2035,
Canarias,2020-04-19,2047,19.74,162,119,12,,825,3,2,4,789,4,,,2047,2047,
Canarias,2020-04-20,2067,19.41,163,119,20,,826,1,1,0,813,24,,,2067,2067,0
Canarias,2020-04-21,2085,16.72,164,120,18,,837,11,1,1,878,65,,,2085,2085,0
Canarias,2020-04-22,2094,15.42,164,121,9,,841,4,0,1,927,49,,,2094,2094,0
Canarias,2020-04-23,2113,12.96,169,121,19,,855,14,5,0,969,42,0,,2113,2113,0
Canarias,2020-04-24,2140,13.1,169,128,27,,868,13,0,7,1017,48,0,,2140,,
Canarias,2020-04-25,2155,12.45,171,130,15,0.7,878,10,2,2,1036,19,0,-,,,
Canarias,2020-04-26,2167,11.56,171,131,12,0.6,880,2,0,1,1048,12,,,,,
Canarias,2020-04-27,2178,10.87,171,131,11,0.5,881,1,0,0,1.047,-1046,,,,,
Canarias,2020-04-28,2187,10.63,174,133,9,0.4,900,19,3,2,1075,1073,,,,,
Canarias,2020-04-29,2202,10.54,176,134,15,0.7,906,6,2,1,1107,32,,,,,
Cantabria,2020-03-02,10,,,,,,,,,,,,,,,,
Cantabria,2020-03-03,10,1.72,,,0,,,,,,,,,,,,
Cantabria,2020-03-04,10,1.72,,,0,,,,,,,,,,,,
Cantabria,2020-03-05,10,1.72,0,0,0,,,,,,,,,,,,
Cantabria,2020-03-06,10,1.72,0,0,0,,,,0,0,,,,,,,
Cantabria,2020-03-07,11,2,,,0.67,,,,,,,,,,,,
Cantabria,2020-03-08,11,2,,,1.33,,,,,,,,,,,,
Cantabria,2020-03-09,12,2.07,0,0,2,,,,0,0,,,,,,,
Cantabria,2020-03-10,12,2.07,0,0,0,,,,0,0,,,,,,,
Cantabria,2020-03-11,12,2.07,0,0,0,,,,0,0,,,,,,,
Cantabria,2020-03-12,16,2.75,0,0,4,,,,0,0,,,,,,,
Cantabria,2020-03-13,29,4.99,0,0,13,,,,0,0,,,,,,,
Cantabria,2020-03-14,31,6.08,1,0,2,,,,,0,,,,,,,
Cantabria,2020-03-15,51,7.17,1,0,20,,,,,0,,,,,,,
Cantabria,2020-03-16,58,8.26,2,0,7,,,,,0,,,,,,,
Cantabria,2020-03-17,58,8.26,2,0,0,,,,0,0,,,,,,,
Cantabria,2020-03-18,68,9.98,3,1,10,,,,1,1,,,,,,,
Cantabria,2020-03-19,83,12.56,4,1,15,,,,1,0,,,,,,,
Cantabria,2020-03-20,144,23.06,7,1,61,,,,3,0,,,,,,,
Cantabria,2020-03-21,215,35.28,9,2,71,,92,,2,1,,,,,,,
Cantabria,2020-03-22,282,46.47,9,5,67,,116,24,0,3,,,,,,,
Cantabria,2020-03-23,347,57.65,14,6,65,,157,41,5,1,11,,,,,,
Cantabria,2020-03-24,425,71.07,16,9,78,,200,43,2,3,12,1,,,,,
Cantabria,2020-03-25,510,85.57,18,14,85,,241,41,2,5,12,0,,,,,
Cantabria,2020-03-26,671,112.55,26,17,161,,300,59,8,3,14,2,,,,,
Cantabria,2020-03-27,810,134.41,29,21,139,,355,55,3,4,19,5,,,,,
Cantabria,2020-03-28,937,155.92,37,22,127,,406,51,8,1,21,2,,,,,
Cantabria,2020-03-29,1023,167.28,40,26,86,,449,43,3,4,25,4,,,,,
Cantabria,2020-03-30,1100,179.32,46,27,77,,481,32,6,1,24,-1,,,,,
Cantabria,2020-03-31,1171,191.54,50,37,71,,522,41,4,10,35,11,,,,,
Cantabria,2020-04-01,1213,197.05,54,54,42,,543,21,4,17,43,8,,,,,
Cantabria,2020-04-02,1268,203.93,57,60,55,,567,24,3,6,60,17,,,,,
Cantabria,2020-04-03,1321,202.55,59,64,53,,592,25,2,4,74,14,,,,,
Cantabria,2020-04-04,1384,201.18,60,68,63,,619,27,1,4,99,25,,,,,
Cantabria,2020-04-05,1441,199.46,62,68,57,,639,20,2,0,113,14,,,,,
Cantabria,2020-04-06,1483,195.5,65,77,42,,658,19,3,9,118,5,,,,,
Cantabria,2020-04-07,1501,185.17,66,85,18,,677,19,1,8,129,11,,,,,
Cantabria,2020-04-08,1572,182.76,69,92,71,,700,23,3,7,175,46,,,,,
Cantabria,2020-04-09,1619,163.15,71,98,47,,720,20,2,6,214,39,,,,,
Cantabria,2020-04-10,1659,146.11,73,102,40,,747,27,2,4,265,51,,,,,
Cantabria,2020-04-11,1719,134.58,75,107,60,,773,26,2,5,281,16,,,,,
Cantabria,2020-04-12,1752,125.46,75,110,33,,805,32,0,3,297,16,,,,,
Cantabria,2020-04-13,1777,116.51,75,117,25,,827,22,0,7,317,20,,,,,
Cantabria,2020-04-14,1796,107.56,76,120,19,,853,26,1,3,323,6,,,,,
Cantabria,2020-04-15,1823,104.98,76,132,27,,873,20,0,12,363,40,,,,,
Cantabria,2020-04-16,1845,99.3,77,137,22,,890,17,1,5,442,79,,,,,
Cantabria,2020-04-17,1884,96.89,78,144,39,,903,13,1,7,510,68,,,,,
Cantabria,2020-04-18,1990,96.89,78,149,106,,911,8,0,5,534,24,,,1990,,
Cantabria,2020-04-19,2050,104.81,78,153,60,,924,13,0,4,610,76,,,2050,1949,101
Cantabria,2020-04-20,2083,103.26,78,158,33,,934,10,0,5,626,16,,,2083,1973,110
Cantabria,2020-04-21,2123,107.04,78,165,40,,948,14,0,7,646,20,,,2123,1998,125
Cantabria,2020-04-22,2160,101.19,78,167,37,,956,8,0,2,718,72,,,2160,2012,148
Cantabria,2020-04-23,2206,101.02,78,173,46,,965,9,0,6,850,132,0,,2206,2023,183
Cantabria,2020-04-24,2084,73.14,78,178,-122,,978,13,0,5,913,63,189,,2273,,
Cantabria,2020-04-25,2071,60.58,78,182,-13,0.8,982,4,0,4,1046,133,244,-,,,
Cantabria,2020-04-26,2083,56.96,78,183,12,0.6,991,9,0,1,1127,81,,,,,
Cantabria,2020-04-27,2104,56.27,78,186,21,1,995,4,0,3,1.241,-1125,,,,,
Cantabria,2020-04-28,2115,72.28,78,188,11,0.5,1000,5,0,2,1290,1288,,,,,
Cantabria,2020-04-29,2146,72.97,79,191,31,1.5,1006,6,1,3,1372,82,,,,,
CastillaLaMancha,2020-03-02,3,,,,,,,,,,,,,,,,
CastillaLaMancha,2020-03-03,7,0.34,,,4,,,,,,,,,,,,
CastillaLaMancha,2020-03-04,12,0.59,1,,5,,,,,,,,,,,,
CastillaLaMancha,2020-03-05,13,0.64,1,0,1,,,,0,,,,,,,,
CastillaLaMancha,2020-03-06,15,0.74,1,0,2,,,,0,0,,,,,,,
CastillaLaMancha,2020-03-07,19,1,,,5,,,,,,,,,,,,
CastillaLaMancha,2020-03-08,22,1,,,8,,,,,,,,,,,,
CastillaLaMancha,2020-03-09,26,1.28,2,0,11,,,,1,0,,,,,,,
CastillaLaMancha,2020-03-10,39,1.92,2,0,13,,,,0,0,,,,,,,
CastillaLaMancha,2020-03-11,71,3.49,5,0,32,,,,3,0,,,,,,,
CastillaLaMancha,2020-03-12,115,5.66,9,1,44,,,,4,1,,,,,,,
CastillaLaMancha,2020-03-13,194,9.54,10,5,79,,,,1,4,,,,,,,
CastillaLaMancha,2020-03-14,289,15.61,14,6,95,,,,,1,,,,,,,
CastillaLaMancha,2020-03-15,401,21.67,19,10,112,,,,,4,,,,,,,
CastillaLaMancha,2020-03-16,567,27.74,23,17,166,,,,,7,,,,,,,
CastillaLaMancha,2020-03-17,567,27.55,23,17,0,,,,0,0,,,,,,,
CastillaLaMancha,2020-03-18,675,32.61,29,28,108,,,,6,11,,,,,,,
CastillaLaMancha,2020-03-19,801,38.76,37,42,126,,,,8,14,,,,,,,
CastillaLaMancha,2020-03-20,1044,50.62,37,62,243,,,,0,20,,,,,,,
CastillaLaMancha,2020-03-21,1423,69.26,65,84,379,,635,,28,22,,,,,,,
CastillaLaMancha,2020-03-22,1819,88.74,76,112,396,,838,203,11,28,,,,,,,
CastillaLaMancha,2020-03-23,2078,100.94,142,145,259,,1547,709,66,33,51,,,,,,
CastillaLaMancha,2020-03-24,2465,119.34,182,216,387,,1826,279,40,71,53,2,,,,,
CastillaLaMancha,2020-03-25,2780,132.9,210,263,315,,2162,336,28,47,71,18,,,,,
CastillaLaMancha,2020-03-26,3383,160.32,243,316,603,,2162,0,33,53,95,24,,,,,
CastillaLaMancha,2020-03-27,3934,183.98,273,367,551,,2707,545,30,51,153,58,,,,,
CastillaLaMancha,2020-03-28,4512,207.74,289,448,578,,2977,270,16,81,197,44,,,,,
CastillaLaMancha,2020-03-29,5246,238.33,299,539,734,,3018,41,10,91,236,39,,,,,
CastillaLaMancha,2020-03-30,5858,260.27,302,622,612,,3134,116,3,83,252,16,,,,,
CastillaLaMancha,2020-03-31,6424,288.12,344,708,566,,3225,91,42,86,296,44,,,,,
CastillaLaMancha,2020-04-01,7047,313.45,353,774,623,,3230,5,9,66,397,101,,,,,
CastillaLaMancha,2020-04-02,7682,338.49,355,854,635,,3230,0,2,80,494,97,,,,,
CastillaLaMancha,2020-04-03,8523,367.9,355,916,841,,3168,-62,0,62,579,85,,,,,
CastillaLaMancha,2020-04-04,9324,388.66,360,989,801,,3133,-35,5,73,657,78,,,,,
CastillaLaMancha,2020-04-05,10031,403.96,357,1055,707,,2950,-183,-3,66,1149,492,,,,,
CastillaLaMancha,2020-04-06,10602,419.31,354,1132,571,,2901,-49,-3,77,1259,110,,,,,
CastillaLaMancha,2020-04-07,11077,423.64,360,1177,475,,2908,7,6,45,1353,94,,,,,
CastillaLaMancha,2020-04-08,11788,443.12,354,1255,711,,2731,-177,-6,78,1557,204,,,,,
CastillaLaMancha,2020-04-09,12489,447.94,342,1322,701,,2575,-156,-12,67,1766,209,,,,,
CastillaLaMancha,2020-04-10,13063,449.07,329,1431,574,,2359,-216,-13,109,1982,216,,,,,
CastillaLaMancha,2020-04-11,13456,439.97,316,1483,393,,2198,-161,-13,52,2205,223,,,,,
CastillaLaMancha,2020-04-12,13698,415.77,316,1543,242,,6838,4640,0,60,2365,160,,,,,
CastillaLaMancha,2020-04-13,14054,403.18,475,1626,356,,7782,944,159,83,2532,167,,,,,
CastillaLaMancha,2020-04-14,14329,388.86,486,1714,275,,7830,48,11,88,2943,411,,,,,
CastillaLaMancha,2020-04-15,14680,375.48,495,1755,351,,7896,66,9,41,2998,55,,,,,
CastillaLaMancha,2020-04-16,15151,367.41,503,1796,471,,7987,91,8,41,3378,380,,,,,
CastillaLaMancha,2020-04-17,15997,367.66,511,1852,846,,8018,31,8,56,3600,222,,,,,
CastillaLaMancha,2020-04-18,16349,367.66,514,1913,352,,8093,75,3,61,3838,238,,,16349,,
CastillaLaMancha,2020-04-19,16625,324.37,518,1963,276,,8137,44,4,50,3963,125,,,16625,14588,2037
CastillaLaMancha,2020-04-20,16796,304.69,531,2021,171,,8173,36,13,58,4178,215,,,16796,14725,2071
CastillaLaMancha,2020-04-21,17045,293.58,534,2075,249,,8199,26,3,54,4242,64,,,17045,14936,2109
CastillaLaMancha,2020-04-22,17321,272.18,537,2140,276,,8243,44,3,65,4337,95,,,17321,15053,2268
CastillaLaMancha,2020-04-23,17557,249.3,546,2188,236,,8304,61,9,48,4577,240,0,,17557,15128,2429
CastillaLaMancha,2020-04-24,15365,113.24,553,2255,-2192,,8342,38,7,67,4782,205,2688,,18053,,
CastillaLaMancha,2020-04-25,15509,100.99,559,2292,144,0.9,8385,43,6,37,4876,94,3016,-,,,
CastillaLaMancha,2020-04-26,15609,94.01,565,2330,100,0.6,8417,32,6,38,5196,320,,,,,
CastillaLaMancha,2020-04-27,15664,79.2,579,2365,55,0.4,8.444,-8408,14,35,5282,86,,,,,
CastillaLaMancha,2020-04-28,15706,167.94,584,2396,42,0.3,8464,8455,5,31,5306,24,,,,,
CastillaLaMancha,2020-04-29,15785,154.56,588,2436,79,0.5,8523,59,4,40,5382,76,,,,,
CastillayLeón,2020-03-02,3,,,,,,,,,,,,,,,,
CastillayLeón,2020-03-03,8,0.33,,,5,,,,,,,,,,,,
CastillayLeón,2020-03-04,11,0.46,1,,3,,,,,,,,,,,,
CastillayLeón,2020-03-05,11,0.46,1,0,0,,,,0,,,,,,,,
CastillayLeón,2020-03-06,14,0.58,1,0,3,,,,0,0,,,,,,,
CastillayLeón,2020-03-07,17,1,,,5,,,,,,,,,,,,
CastillayLeón,2020-03-08,20,1,,,7,,,,,,,,,,,,
CastillayLeón,2020-03-09,23,0.96,1,0,9,,,,0,0,,,,,,,
CastillayLeón,2020-03-10,56,2.33,2,0,33,,,,1,0,,,,,,,
CastillayLeón,2020-03-11,71,2.96,2,0,15,,,,0,0,,,,,,,
CastillayLeón,2020-03-12,92,3.83,4,0,21,,,,2,0,,,,,,,
CastillayLeón,2020-03-13,169,6.96,8,1,77,,,,4,1,,,,,,,
CastillayLeón,2020-03-14,223,9.24,13,3,54,,,,,2,,,,,,,
CastillayLeón,2020-03-15,292,11.51,19,6,69,,,,,3,,,,,,,
CastillayLeón,2020-03-16,334,13.79,24,9,42,,,,,3,,,,,,,
CastillayLeón,2020-03-17,431,17.63,24,12,97,,,,0,3,,,,,,,
CastillayLeón,2020-03-18,668,27.38,43,22,237,,,,19,10,,,,,,,
CastillayLeón,2020-03-19,868,35.72,54,29,200,,,,11,7,,,,,,,
CastillayLeón,2020-03-20,1147,47.22,69,43,279,,,,15,14,,,,,,,
CastillayLeón,2020-03-21,1466,60.51,85,55,319,,575,,16,12,,,,,,,
CastillayLeón,2020-03-22,1744,71.76,106,74,278,,709,134,21,19,,,,,,,
CastillayLeón,2020-03-23,2055,84.68,120,102,311,,860,151,14,28,117,,,,,,
CastillayLeón,2020-03-24,2460,100.19,137,124,405,,1057,197,17,22,140,23,,,,,
CastillayLeón,2020-03-25,2940,119.4,170,165,480,,1244,187,33,41,213,73,,,,,
CastillayLeón,2020-03-26,3488,141.33,202,206,548,,1515,271,32,41,308,95,,,,,
CastillayLeón,2020-03-27,4132,165.16,228,252,644,,1791,276,26,46,423,115,,,,,
CastillayLeón,2020-03-28,4791,190.37,249,321,659,,2063,272,21,69,585,162,,,,,
CastillayLeón,2020-03-29,5414,213.46,278,380,623,,2408,345,29,59,752,167,,,,,
CastillayLeón,2020-03-30,5801,227.83,307,442,387,,2540,132,29,62,871,119,,,,,
CastillayLeón,2020-03-31,6211,240.88,325,516,410,,2601,61,18,74,1028,157,,,,,
CastillayLeón,2020-04-01,6847,257.51,345,585,636,,2692,91,20,69,1259,231,,,,,
CastillayLeón,2020-04-02,7355,270.34,353,641,508,,2709,17,8,56,1498,239,,,,,
CastillayLeón,2020-04-03,7875,280.39,355,723,520,,2711,2,2,82,1759,261,,,,,
CastillayLeón,2020-04-04,8332,286.14,348,786,457,,2664,-47,-7,63,2021,262,,,,,
CastillayLeón,2020-04-05,8749,291.93,351,847,417,,2574,-90,3,61,2331,310,,,,,
CastillayLeón,2020-04-06,9116,294.26,348,919,367,,2508,-66,-3,72,2533,202,,,,,
CastillayLeón,2020-04-07,9581,296.76,346,982,465,,5180,2672,-2,63,2711,178,,,,,
CastillayLeón,2020-04-08,10058,296.64,342,1028,477,,5322,142,-4,46,2988,277,,,,,
CastillayLeón,2020-04-09,10518,292.97,338,1082,460,,5523,201,-4,54,3242,254,,,,,
CastillayLeón,2020-04-10,11102,290.47,332,1129,584,,5674,151,-6,47,3506,264,,,,,
CastillayLeón,2020-04-11,11543,281.39,327,1180,441,,5817,143,-5,51,3757,251,,,,,
CastillayLeón,2020-04-12,12118,279.39,323,1221,575,,5957,140,-4,41,4010,253,,,,,
CastillayLeón,2020-04-13,12628,284.51,312,1263,510,,6077,120,-11,42,4154,144,,,,,
CastillayLeón,2020-04-14,13180,290.43,308,1299,552,,6175,98,-4,36,4266,112,,,,,
CastillayLeón,2020-04-15,13697,285.47,306,1337,517,,6306,131,-2,38,4521,255,,,,,
CastillayLeón,2020-04-16,14380,292.76,307,1372,683,,6449,143,1,35,4725,204,,,,,
CastillayLeón,2020-04-17,14903,292.89,297,1401,523,,6518,69,-10,29,4924,199,,,,,
CastillayLeón,2020-04-18,15293,292.89,495,1429,390,,6831,313,198,28,5103,179,,,15293,,
CastillayLeón,2020-04-19,15621,286.39,498,1458,328,,6981,150,3,29,5262,159,,,15621,14644,977
CastillayLeón,2020-04-20,15857,280.93,501,1493,236,,7080,99,3,35,5366,104,,,15857,14781,1076
CastillayLeón,2020-04-21,16259,278.3,503,1521,402,,7174,94,2,28,5429,63,,,16259,14951,1308
CastillayLeón,2020-04-22,16839,282.59,505,1554,580,,7264,90,2,33,5614,185,,,16839,15141,1698
CastillayLeón,2020-04-23,17402,286.89,508,1582,563,,7397,133,3,28,5777,163,0,,17402,15510,1892
CastillayLeón,2020-04-24,15692,191.29,510,1612,-1710,,7506,109,2,30,5943,166,2084,,17776,,
CastillayLeón,2020-04-25,15990,185.33,511,1639,298,1.9,7555,49,1,27,6033,90,2269,-,,,
CastillayLeón,2020-04-26,16222,171.03,515,1666,232,1.5,7653,98,4,27,6208,175,,,,,
CastillayLeón,2020-04-27,16404,157.36,518,1690,182,1.1,7703,50,3,24,6272,64,,,,,
CastillayLeón,2020-04-28,16589,182.78,522,1710,185,1.1,7777,74,4,20,6323,51,,,,,
CastillayLeón,2020-04-29,16690,165.45,524,1736,101,0.6,7854,77,2,26,6448,125,,,,,
Cataluña,2020-03-02,15,,,,,,,,,,,,,,,,
Cataluña,2020-03-03,15,0.2,,,0,,,,,,,,,,,,
Cataluña,2020-03-04,15,0.2,,,0,,,,,,,,,,,,
Cataluña,2020-03-05,24,0.31,0,0,9,,,,,,,,,,,,
Cataluña,2020-03-06,24,0.31,0,0,0,,,,0,0,,,,,,,
Cataluña,2020-03-07,41,1,,,17,,,,,,,,,,,,
Cataluña,2020-03-08,58,1,,,34,,,,,,,,,,,,
Cataluña,2020-03-09,75,0.98,0,1,51,,,,0,1,,,,,,,
Cataluña,2020-03-10,124,1.62,0,3,49,,,,0,2,,,,,,,
Cataluña,2020-03-11,156,2.02,0,3,32,,,,0,0,,,,,,,
Cataluña,2020-03-12,260,3.36,0,4,104,,,,0,1,,,,,,,
Cataluña,2020-03-13,316,4.08,25,4,56,,,,25,0,,,,,,,
Cataluña,2020-03-14,509,6.58,28,6,193,,,,,2,,,,,,,
Cataluña,2020-03-15,715,9.07,30,8,206,,,,,2,,,,,,,
Cataluña,2020-03-16,903,11.57,33,12,188,,,,,4,,,,,,,
Cataluña,2020-03-17,1394,17.97,33,18,491,,,,0,6,,,,,,,
Cataluña,2020-03-18,1866,24.12,33,41,472,,,,0,23,,,,,,,
Cataluña,2020-03-19,2702,34.89,33,55,836,,,,0,14,,,,,,,
Cataluña,2020-03-20,3270,42.29,33,82,568,,,,0,27,,,,,,,
Cataluña,2020-03-21,4203,54.45,298,122,933,,1681,,265,40,,,,,,,
Cataluña,2020-03-22,4704,60.65,298,191,501,,1681,0,0,69,,,,,,,
Cataluña,2020-03-23,5925,76.22,551,245,1221,,1681,0,253,54,644,,,,,,
Cataluña,2020-03-24,7864,100.84,551,282,1939,,3599,1918,0,37,728,84,,,,,
